os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 2 (soldier),AMD Ryzen 5 1600 Six-Core Processor,Radeon RX 470/480/570/570X/580/580X/590,12240268,5.15.36-1-lts,,
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
59.9897,16650,9.9839,58,45,65,1340,1750,1.83843,87,4.4119,8030029521
60.0066,16680,9.9839,58,45,65,1340,1750,1.83843,87,4.4119,8130086899
59.9958,16769,9.9839,58,45,65,1340,1750,1.83843,87,4.4119,8230144327
60.1467,16626,12.8165,56,45,65,1340,1750,1.83843,90,4.41971,8330201515
60.0429,16589,12.8165,56,45,65,1340,1750,1.83843,90,4.41971,8430258663
60.0068,16660,12.8165,56,45,65,1340,1750,1.83843,90,4.41971,8530317043
60.0015,16671,12.8165,56,45,65,1340,1750,1.83843,90,4.41971,8630375373
60.0005,16672,12.8165,56,45,65,1340,1750,1.83843,90,4.41971,8730433553
60.1137,16635,12.7243,50,45,65,1340,1750,1.83843,90,4.42523,8830490831
60.0206,16670,12.7243,50,45,65,1340,1750,1.83843,90,4.42523,8930549461
59.9891,16754,12.7243,50,45,65,1340,1750,1.83843,90,4.42523,9030609093
60.0087,16595,12.7243,50,45,65,1340,1750,1.83843,90,4.42523,9130667884
60.0059,16685,12.7243,50,45,65,1340,1750,1.83843,90,4.42523,9230724401
60.0057,16662,12.7243,50,45,65,1340,1750,1.83843,90,4.42523,9330780717
59.9845,16700,11.6613,76,45,65,1340,1750,1.83843,88,4.43447,9430836562
60.0034,16673,11.6613,76,45,65,1340,1750,1.83843,88,4.43447,9530896796
59.9993,16620,11.6613,76,45,65,1340,1750,1.83843,88,4.43447,9630955987
59.9989,16670,11.6613,76,45,65,1340,1750,1.83843,88,4.43447,9731013175
59.9945,16715,11.6613,76,45,65,1340,1750,1.83843,88,4.43447,9831071024
60.0108,16685,9.43709,50,45,65,1340,1750,1.83843,86,4.43582,9931128282
60.0146,16675,9.43709,50,45,65,1340,1750,1.83843,86,4.43582,10031185189
60.0091,16647,9.43709,50,45,65,1340,1750,1.83843,86,4.43582,10131241896
60.0058,16657,9.43709,50,45,65,1340,1750,1.83843,86,4.43582,10231298833
60.0063,16673,9.43709,50,45,65,1340,1750,1.83843,86,4.43582,10331355671
60.0039,16663,8.5622,63,45,65,1340,1750,1.83843,85,4.43606,10431415022
59.9984,16674,8.5622,63,45,65,1340,1750,1.83843,85,4.43606,10531472220
59.999,16656,8.5622,63,45,65,1340,1750,1.83843,85,4.43606,10631529228
59.9982,16663,8.5622,63,45,65,1340,1750,1.83843,85,4.43606,10731587057
59.9982,16669,8.5622,63,45,65,1340,1750,1.83843,85,4.43606,10831644024
59.9493,16663,9.57096,50,45,65,1340,1750,1.83843,80,4.43641,10931700681
59.9772,16686,9.57096,50,45,65,1340,1750,1.83843,80,4.43641,11031757167
59.9857,16673,9.57096,50,45,65,1340,1750,1.83843,80,4.43641,11131814846
59.9904,16666,9.57096,50,45,65,1340,1750,1.83843,80,4.43641,11231871373
59.9945,16701,9.57096,50,45,65,1340,1750,1.83843,80,4.43641,11331928280
60.0173,16719,9.32476,61,45,65,1340,1750,1.83843,88,4.43647,11431986550
60.0114,16646,9.32476,61,45,65,1340,1750,1.83843,88,4.43647,11532044308
59.9989,16738,9.32476,61,45,65,1340,1750,1.83843,88,4.43647,11632100785
60.0095,16674,9.32476,61,45,65,1340,1750,1.83843,88,4.43647,11732158013
60.005,16657,9.32476,61,45,65,1340,1750,1.83843,88,4.43647,11832215892
59.9949,16664,11.2698,51,45,65,1340,1750,1.83843,88,4.44155,11932274051
59.995,16684,11.2698,51,45,65,1340,1750,1.83843,88,4.44155,12032332662
60.0051,16650,11.2698,51,45,65,1340,1750,1.83843,88,4.44155,12132389930
60.0153,16638,11.2698,51,45,65,1340,1750,1.83843,88,4.44155,12232449061
60.0065,16639,11.2698,51,45,65,1340,1750,1.83843,88,4.44155,12332507722
60.066,16652,13.8535,63,45,65,1340,1750,1.83843,85,4.46702,12432566683
60.0241,16659,13.8535,63,45,65,1340,1750,1.83843,85,4.46702,12532623490
60.0012,16674,13.8535,63,45,65,1340,1750,1.83843,85,4.46702,12632680207
60.0072,16669,13.8535,63,45,65,1340,1750,1.83843,85,4.46702,12732737194
60.0074,16687,13.8535,63,45,65,1340,1750,1.83843,85,4.46702,12832795414
59.9187,16689,13.12,50,45,65,1340,1750,1.83843,90,4.48653,12932870616
59.9853,16658,13.12,50,45,65,1340,1750,1.83843,90,4.48653,13032928825
59.9977,16640,13.12,50,45,65,1340,1750,1.83843,90,4.48653,13132986033
59.9817,16803,13.12,50,45,65,1340,1750,1.83843,90,4.48653,13233044974
59.9782,16732,13.12,50,45,65,1340,1750,1.83843,90,4.48653,13333102463
60.0026,16645,13.12,50,45,65,1340,1750,1.83843,90,4.48653,13433159530
59.9521,16669,10.9524,65,45,65,1340,1750,1.83843,87,4.48646,13533219112
59.9748,16667,10.9524,65,45,65,1340,1750,1.83843,87,4.48646,13633280698
59.9161,16921,10.9524,65,45,65,1340,1750,1.83843,87,4.48646,13733342014
59.9876,16631,10.9524,65,45,65,1340,1750,1.83843,87,4.48646,13833404612
60.1226,16632,10.9524,65,45,65,1340,1750,1.83843,87,4.48646,13933469374
60.0151,16638,11.6203,50,45,65,1340,1750,1.96367,87,4.48901,14033533785
60.006,16653,11.6203,50,45,65,1340,1750,1.96367,87,4.48901,14133595401
60.0016,16653,11.6203,50,45,65,1340,1750,1.96367,87,4.48901,14233657999
60.0002,16663,11.6203,50,45,65,1340,1750,1.96367,87,4.48901,14333715999
60.0015,16658,11.6203,50,45,65,1340,1750,1.96367,87,4.48901,14433776493
60.0187,16643,10.3668,65,45,66,1340,1750,1.96367,86,4.48949,14533835424
59.9935,16659,10.3668,65,45,66,1340,1750,1.96367,86,4.48949,14633908211
59.9926,16665,10.3668,65,45,66,1340,1750,1.96367,86,4.48949,14733967262
60.0048,16657,10.3668,65,45,66,1340,1750,1.96367,86,4.48949,14834026093
60.0053,16628,10.3668,65,45,66,1340,1750,1.96367,86,4.48949,14934085174
60.0082,16639,9.9359,50,45,66,1340,1750,1.96367,85,4.48893,15034143985
60.0026,16672,9.9359,50,45,66,1340,1750,1.96367,85,4.48893,15134203657
59.9929,16667,9.9359,50,45,66,1340,1750,1.96367,85,4.48893,15234262478
59.99,16680,9.9359,50,45,66,1340,1750,1.96367,85,4.48893,15334321329
59.9972,16644,9.9359,50,45,66,1340,1750,1.96367,85,4.48893,15434380240
59.9628,16682,11.8893,65,45,65,1340,1750,1.96367,89,4.48939,15534439231
60.0185,16492,11.8893,65,45,65,1340,1750,1.96367,89,4.48939,15634494966
60.0096,16698,11.8893,65,45,65,1340,1750,1.96367,89,4.48939,15734552004
59.9964,16685,11.8893,65,45,65,1340,1750,1.96367,89,4.48939,15834609452
57.9303,16683,11.8893,65,45,65,1340,1750,1.96367,89,4.48939,15934668093
59.9888,16688,13.6066,48,45,65,1340,1750,1.96367,85,4.50178,16034725351
60.0027,16686,13.6066,48,45,65,1340,1750,1.96367,85,4.50178,16134783420
60.0256,16548,13.6066,48,45,65,1340,1750,1.96367,85,4.50178,16234844155
60.0007,16729,13.6066,48,45,65,1340,1750,1.96367,85,4.50178,16334901813
60.0052,16668,13.6066,48,45,65,1340,1750,1.96367,85,4.50178,16434960314
59.9729,16701,12.2222,55,45,66,1340,1750,1.96367,89,4.50997,16535018944
60.0192,16665,12.2222,55,45,66,1340,1750,1.96367,89,4.50997,16635077494
60.0048,16652,12.2222,55,45,66,1340,1750,1.96367,89,4.50997,16735135073
59.9559,16918,12.2222,55,45,66,1340,1750,1.96367,89,4.50997,16835193403
59.9915,16721,12.2222,55,45,66,1340,1750,1.96367,89,4.50997,16935254348
59.9828,16732,10.9091,60,45,66,1340,1750,1.9637,90,4.52589,17035314651
59.9713,8804,10.9091,60,45,66,1340,1750,1.9637,90,4.52589,17135373743
59.9997,16653,10.9091,60,45,66,1340,1750,1.9637,90,4.52589,17235432824
59.9955,16622,10.9091,60,45,66,1340,1750,1.9637,90,4.52589,17335490893
59.9947,16643,10.9091,60,45,66,1340,1750,1.9637,90,4.52589,17435550085
59.9734,16629,16.3492,50,45,66,1340,1750,1.9637,93,4.52528,17535610138
59.9768,16656,16.3492,50,45,66,1340,1750,1.9637,93,4.52528,17635670873
59.9873,16642,16.3492,50,45,66,1340,1750,1.9637,93,4.52528,17735728641
59.9928,16644,16.3492,50,45,66,1340,1750,1.9637,93,4.52528,17835787062
59.995,16637,16.3492,50,45,66,1340,1750,1.9637,93,4.52528,17935844169
60.0255,16660,14.88,81,45,66,1340,1750,1.9637,91,4.53088,18035904232
60.0037,16692,14.88,81,45,66,1340,1750,1.9637,91,4.53088,18135961240
60.0057,16681,14.88,81,45,66,1340,1750,1.9637,91,4.53088,18236017786
60.0103,16671,14.88,81,45,66,1340,1750,1.9637,91,4.53088,18336074473
60.0054,16653,14.88,81,45,66,1340,1750,1.9637,91,4.53088,18436134336
60.0096,16606,14.7516,50,45,66,1340,1750,1.9637,91,4.5317,18536193337
59.9803,16682,14.7516,50,45,66,1340,1750,1.9637,91,4.5317,18636250245
59.9975,16645,14.7516,50,45,66,1340,1750,1.9637,91,4.5317,18736309005
60.0044,16586,14.7516,50,45,66,1340,1750,1.9637,91,4.5317,18836368477
60.0011,16612,14.7516,50,45,66,1340,1750,1.9637,91,4.5317,18936428150
60.1035,16611,17.8737,65,45,66,1340,1750,1.9637,88,4.55131,19036486890
60.0157,16617,17.8737,65,45,66,1340,1750,1.9637,88,4.55131,19136552464
60.0159,16595,17.8737,65,45,66,1340,1750,1.9637,88,4.55131,19236615282
60.009,16594,17.8737,65,45,66,1340,1750,1.9637,88,4.55131,19336676928
60.0017,16696,17.8737,65,45,66,1340,1750,1.9637,88,4.55131,19436739907
60.1207,16633,17.8737,65,45,66,1340,1750,1.9637,88,4.55131,19536805551
60.0099,16686,13.7072,50,45,66,1340,1750,1.9637,89,4.55119,19636867538
60.0129,16657,13.7072,50,45,66,1340,1750,1.9637,89,4.55119,19736930386
59.999,16676,13.7072,50,45,66,1340,1750,1.9637,89,4.55119,19836997512
60.0055,16647,13.7072,50,45,66,1340,1750,1.9637,89,4.55119,19937060321
60.0029,16673,13.0638,71,45,66,1340,1750,1.9637,88,4.55144,20037124762
59.9715,16694,13.0638,71,45,66,1340,1750,1.9637,88,4.55144,20137191117
59.9894,16686,13.0638,71,45,66,1340,1750,1.9637,88,4.55144,20237255649
59.9916,16663,13.0638,71,45,66,1340,1750,1.9637,88,4.55144,20337323547
59.9955,16673,13.0638,71,45,66,1340,1750,1.9637,88,4.55144,20437381937
60.0045,16647,13.0638,71,45,66,1340,1750,1.9637,88,4.55144,20537444004
60.0027,16663,12.5589,50,45,66,1340,1750,1.9637,90,4.55358,20637507122
59.9987,16671,12.5589,50,45,66,1340,1750,1.9637,90,4.55358,20737572165
60.0028,16642,12.5589,50,45,66,1340,1750,1.9637,90,4.55358,20837633200
57.3919,16647,12.5589,50,45,66,1340,1750,1.9637,90,4.55358,20937692081
57.9302,16662,12.5589,50,45,66,1340,1750,1.9637,90,4.55358,21037750691
60.0057,16585,12.4797,51,45,66,1340,1750,1.9637,88,4.55343,21137814512
59.9945,16637,12.4797,51,45,66,1340,1750,1.9637,88,4.55343,21237880766
59.9945,16652,12.4797,51,45,66,1340,1750,1.9637,88,4.55343,21337943134
59.9951,16634,12.4797,51,45,66,1340,1750,1.9637,88,4.55343,21438000793
59.9997,16627,12.4797,51,45,66,1340,1750,1.9637,88,4.55343,21538058361
60.0121,16651,15.2074,66,45,66,1340,1750,1.9637,88,4.55765,21638119126
60.0242,16532,15.2074,66,45,66,1340,1750,1.9637,88,4.55765,21738180611
60.0005,16711,15.2074,66,45,66,1340,1750,1.9637,88,4.55765,21838240845
59.9923,16713,15.2074,66,45,66,1340,1750,1.9637,88,4.55765,21938302942
60.007,16606,15.2074,66,45,66,1340,1750,1.9637,88,4.55765,22038382041
60.0582,16551,13.2045,50,45,66,1340,1750,1.9637,88,4.55789,22138442755
60.013,16667,13.2045,50,45,66,1340,1750,1.9637,88,4.55789,22238515402
59.9985,16648,13.2045,50,45,66,1340,1750,1.9637,88,4.55789,22338589171
60.0008,16679,13.2045,50,45,66,1340,1750,1.9637,88,4.55789,22438648633
59.999,16694,13.2045,50,45,66,1340,1750,1.9637,88,4.55789,22538707834
59.9622,16660,13.7285,70,45,66,1340,1750,1.9637,88,4.55764,22638766265
59.9836,16616,13.7285,70,45,66,1340,1750,1.9637,88,4.55764,22738825446
59.9885,16655,13.7285,70,45,66,1340,1750,1.9637,88,4.55764,22838883636
59.9932,16653,13.7285,70,45,66,1340,1750,1.9637,88,4.55764,22938959148
59.9937,16626,13.7285,70,45,66,1340,1750,1.9637,88,4.55764,23039021435
59.9884,16715,14.673,50,45,66,1340,1750,1.9637,88,4.55859,23139042335
59.9843,16667,14.673,50,45,66,1340,1750,1.9637,88,4.55859,23239101867
59.9962,16687,14.673,50,45,66,1340,1750,1.9637,88,4.55859,23339162201
60.0102,16592,14.673,50,45,66,1340,1750,1.9637,88,4.55859,23439222284
59.9992,16657,14.673,50,45,66,1340,1750,1.9637,88,4.55859,23539282107
60.1567,16588,12.4797,66,45,66,1340,1750,1.9637,87,4.55967,23639342731
60.0098,16679,12.4797,66,45,66,1340,1750,1.9637,87,4.55967,23739402764
60.0078,16681,12.4797,66,45,66,1340,1750,1.9637,87,4.55967,23839462627
60.0215,16587,12.4797,66,45,66,1340,1750,1.9637,87,4.55967,23939522219
60.0163,16595,12.4797,66,45,66,1340,1750,1.9637,87,4.55967,24039581070
60.0628,16671,13.8889,50,45,66,1340,1750,1.9637,91,4.55955,24139646634
59.9855,16721,13.8889,50,45,66,1340,1750,1.9637,91,4.55955,24239708410
60.0271,16617,13.8889,50,45,66,1340,1750,1.9637,91,4.55955,24339769565
60.0079,16716,13.8889,50,45,66,1340,1750,1.9637,91,4.55955,24439829538
59.9996,16687,13.8889,50,45,66,1340,1750,1.9637,91,4.55955,24539889251
60.1549,16623,12.5589,56,45,66,1340,1750,1.9637,89,4.56003,24639945647
60.0312,16507,12.5589,56,45,66,1340,1750,1.9637,89,4.56003,24740005430
59.996,16655,12.5589,56,45,66,1340,1750,1.9637,89,4.56003,24840066555
59.9941,16691,12.5589,56,45,66,1340,1750,1.9637,89,4.56003,24940124504
60.0055,16576,12.5589,56,45,66,1340,1750,1.9637,89,4.56003,25040182774
60.0119,16663,12.5589,56,45,66,1340,1750,1.9637,89,4.56003,25140240393
59.9817,16683,15.04,63,45,66,1340,1750,1.9637,93,4.56335,25240299745
60.0077,16578,15.04,63,45,66,1340,1750,1.9637,93,4.56335,25340356532
60.0008,16651,15.04,63,45,66,1340,1750,1.9637,93,4.56335,25440416184
60.0032,16653,15.04,63,45,66,1340,1750,1.9637,93,4.56335,25540447453
60.2166,16606,15.04,63,45,66,1340,1750,1.9637,93,4.56335,25640510442
60.0589,16713,15.5949,50,45,67,1340,1750,1.9637,92,4.56943,25740597896
60.0165,16710,15.5949,50,45,67,1340,1750,1.9637,92,4.56943,25840662388
56.8531,33326,15.5949,50,45,67,1340,1750,1.9637,92,4.56943,25940719996
57.6252,16536,15.5949,50,45,67,1340,1750,1.9637,92,4.56943,26040777144
58.0712,16621,15.5949,50,45,67,1340,1750,1.9637,92,4.56943,26140840614
59.9883,16643,14.93,76,45,67,1340,1750,1.9637,89,4.57507,26240897481
59.9886,16655,14.93,76,45,67,1340,1750,1.9637,89,4.57507,26340954659
59.9935,16640,14.93,76,45,67,1340,1750,1.9637,89,4.57507,26441011356
59.9987,16658,14.93,76,45,67,1340,1750,1.9637,89,4.57507,26541069104
59.9953,16668,13.9159,50,45,67,1340,1750,1.9637,89,4.57458,26641126012
60.01,16682,13.9159,50,45,67,1340,1750,1.9637,89,4.57458,26741183199
60.0169,16657,13.9159,50,45,67,1340,1750,1.9637,89,4.57458,26841241549
60.0138,16644,13.9159,50,45,67,1340,1750,1.9637,89,4.57458,26941299168
59.9977,16641,13.9159,50,45,67,1340,1750,1.9637,89,4.57458,27041357167
60.0057,16643,13.9159,50,45,67,1340,1750,1.9637,89,4.57458,27141415417
60.0113,16610,13.8583,75,46,67,1340,1750,1.9637,91,4.57494,27241472765
59.965,16709,13.8583,75,46,67,1340,1750,1.9637,91,4.57494,27341537146
59.9874,16665,13.8583,75,46,67,1340,1750,1.9637,91,4.57494,27441620022
59.9994,16658,13.8583,75,46,67,1340,1750,1.9637,91,4.57494,27541678252
59.9957,16648,13.8583,75,46,67,1340,1750,1.9637,91,4.57494,27641735470
59.9973,16687,14.8936,50,46,67,1340,1750,1.9637,87,4.57498,27741793670
59.9851,16656,14.8936,50,46,67,1340,1750,1.9637,87,4.57498,27841852761
59.9969,16622,14.8936,50,46,67,1340,1750,1.9637,87,4.57498,27941911341
60.003,16657,14.8936,50,46,67,1340,1750,1.9637,87,4.57498,28041972186
60.0065,16626,14.8936,50,46,67,1340,1750,1.9637,87,4.57498,28142030777
60.0288,16683,12.8527,66,46,67,1340,1750,1.9637,88,4.57506,28242088575
60.0273,16666,12.8527,66,46,67,1340,1750,1.9637,88,4.57506,28342147166
60.0208,16583,12.8527,66,46,67,1340,1750,1.9637,88,4.57506,28442204965
60.0249,16537,12.8527,66,46,67,1340,1750,1.9637,88,4.57506,28542264226
60.0044,16752,12.8527,66,46,67,1340,1750,1.9637,88,4.57506,28642309412
60.0519,16692,12.4386,51,46,66,1340,1750,1.9637,83,4.57573,28742366710
60.0304,16633,12.4386,51,46,66,1340,1750,1.9637,83,4.57573,28842424499
60.0203,16676,12.4386,51,46,66,1340,1750,1.9637,83,4.57573,28942481306
60.0109,16655,12.4386,51,46,66,1340,1750,1.9637,83,4.57573,29042542661
60.0086,16640,12.4386,51,46,66,1340,1750,1.9637,83,4.57573,29142602935
60.0242,16657,13.2812,50,46,67,1340,1750,1.9637,89,4.57573,29242665152
60.0024,16619,13.2812,50,46,67,1340,1750,1.9637,89,4.57573,29342726838
60.002,16665,13.2812,50,46,67,1340,1750,1.9637,89,4.57573,29442787202
59.9958,16664,13.2812,50,46,67,1340,1750,1.9637,89,4.57573,29542848918
60.0026,16668,13.2812,50,46,67,1340,1750,1.9637,89,4.57573,29642915514
60.0042,16650,12.3003,75,46,67,1340,1750,1.9637,85,4.57561,29742980176
59.9822,16642,12.3003,75,46,67,1340,1750,1.9637,85,4.57561,29843038005
60.0022,16690,12.3003,75,46,67,1340,1750,1.9637,85,4.57561,29943097216
56.5315,11647,12.3003,75,46,67,1340,1750,1.9637,85,4.57561,30043159564
60.006,16566,12.3003,75,46,67,1340,1750,1.9637,85,4.57561,30143222452
30.2367,33072,16.2903,48,46,67,1340,1750,1.9637,90,4.581,30243291773
60.0038,16634,16.2903,48,46,67,1340,1750,1.9637,90,4.581,30343353409
60.002,16657,16.2903,48,46,67,1340,1750,1.9637,90,4.581,30443412761
60.0022,16605,16.2903,48,46,67,1340,1750,1.9637,90,4.581,30543472022
59.998,16645,16.2903,48,46,67,1340,1750,1.9637,90,4.581,30643530302
60.1268,16580,20.16,73,46,67,1340,1750,1.9637,90,4.61406,30743592199
60.0536,16653,20.16,73,46,67,1340,1750,1.9637,90,4.61406,30843650048
60.0217,16656,20.16,73,46,67,1340,1750,1.9637,90,4.61406,30943710512
57.0108,16625,20.16,73,46,67,1340,1750,1.9637,90,4.61406,31043771697
57.7019,16658,20.16,73,46,67,1340,1750,1.9637,90,4.61406,31143833443
59.9631,16676,20.16,73,46,67,1340,1750,1.9637,90,4.61406,31243893807
59.9909,16678,13.2701,48,46,67,1340,1750,1.9637,89,4.61971,31343952267
59.9873,16644,13.2701,48,46,67,1340,1750,1.9637,89,4.61971,31444015376
59.9974,16626,13.2701,48,46,67,1340,1750,1.9637,89,4.61971,31544072834
60.0095,16640,13.2701,48,46,67,1340,1750,1.9637,89,4.61971,31644131725
60.0073,16672,13.2701,48,46,67,1340,1750,1.9637,89,4.61971,31744191508
59.9572,16675,13.5938,71,46,67,1340,1750,1.9637,90,4.62103,31844249127
60,16673,13.5938,71,46,67,1340,1750,1.9637,90,4.62103,31944308769
59.9892,16734,13.5938,71,46,67,1340,1750,1.9637,90,4.62103,32044369784
60.0027,16656,13.5938,71,46,67,1340,1750,1.9637,90,4.62103,32144430398
