os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 2 (soldier),AMD Ryzen 5 1600 Six-Core Processor,Radeon RX 470/480/570/570X/580/580X/590,12240268,5.15.36-1-lts,,
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
136.549,4562,6.09319,100,50,71,1298,1750,1.98255,115,4.3891,5704457721
180.282,6899,12.0915,95,50,70,1309,1750,1.9649,109,4.41027,5804515660
162.144,7054,12.0915,95,50,70,1309,1750,1.9649,109,4.41027,5904573519
157.946,7051,12.0915,95,50,70,1309,1750,1.9649,109,4.41027,6004630476
156.063,6308,12.0915,95,50,70,1309,1750,1.9649,109,4.41027,6104688175
155.163,6469,12.0915,95,50,70,1309,1750,1.9649,109,4.41027,6204746655
151.064,6712,9.94854,96,50,71,1281,1750,1.9649,115,4.41492,6304808332
151.844,6547,9.94854,96,50,71,1281,1750,1.9649,115,4.41492,6404865519
151.54,7010,9.94854,96,50,71,1281,1750,1.9649,115,4.41492,6504922727
148.752,8674,9.94854,96,50,71,1281,1750,1.9649,115,4.41492,6604981197
141.38,10751,9.94854,96,50,71,1281,1750,1.9649,115,4.41492,6705041742
103.554,10089,12.8548,100,50,71,1299,1750,1.9649,115,4.42298,6805100081
104.13,9641,12.8548,100,50,71,1299,1750,1.9649,115,4.42298,6905160054
104.025,9800,12.8548,100,50,71,1299,1750,1.9649,115,4.42298,7005219446
104.197,9275,12.8548,100,50,71,1299,1750,1.9649,115,4.42298,7105278898
104.115,9657,12.8548,100,50,71,1299,1750,1.9649,115,4.42298,7205339863
103.252,10033,10.5705,100,50,71,1309,1750,1.96491,116,4.42709,7305398434
103.863,8726,10.5705,100,50,71,1309,1750,1.96491,116,4.42709,7405457435
107.97,9230,10.5705,100,50,71,1309,1750,1.96491,116,4.42709,7505516075
109.554,9026,10.5705,100,50,71,1309,1750,1.96491,116,4.42709,7605573934
110.997,8852,10.5705,100,50,71,1309,1750,1.96491,116,4.42709,7705634418
121.992,8322,9.77702,100,50,71,1291,1750,1.96491,115,4.42745,7805694351
124.158,8261,9.77702,100,50,71,1291,1750,1.96491,115,4.42745,7905758813
123.598,8446,9.77702,100,50,71,1291,1750,1.96491,115,4.42745,8005821060
123.88,8241,9.77702,100,50,71,1291,1750,1.96491,115,4.42745,8105883828
124.177,8537,9.77702,100,50,71,1291,1750,1.96491,115,4.42745,8205943922
123.848,8352,9.98308,100,50,71,1277,1750,1.96491,115,4.42756,8306010607
123.192,8432,9.98308,100,50,71,1277,1750,1.96491,115,4.42756,8406070750
122.924,8463,9.98308,100,50,71,1277,1750,1.96491,115,4.42756,8506136524
122.783,8419,9.98308,100,50,71,1277,1750,1.96491,115,4.42756,8606204422
122.877,8575,9.98308,100,50,71,1277,1750,1.96491,115,4.42756,8706284703
127.5,7789,11.1298,100,50,71,1291,1750,1.96491,115,4.42997,8806344937
124.114,8702,11.1298,100,50,71,1291,1750,1.96491,115,4.42997,8906406543
123.405,8304,11.1298,100,50,71,1291,1750,1.96491,115,4.42997,9006465444
125.324,7208,11.1298,100,50,71,1291,1750,1.96491,115,4.42997,9106523083
128.635,7487,11.1298,100,50,71,1291,1750,1.96491,115,4.42997,9206582214
139.076,7527,15.5518,100,50,71,1271,1750,1.96491,115,4.44809,9306640384
139.854,7678,15.5518,100,50,71,1271,1750,1.96491,115,4.44809,9406698032
139.294,7671,15.5518,100,50,71,1271,1750,1.96491,115,4.44809,9506756392
139.555,6929,15.5518,100,50,71,1271,1750,1.96491,115,4.44809,9606814251
139.448,7017,15.5518,100,50,71,1271,1750,1.96491,115,4.44809,9706873513
136.76,7680,10.3565,100,50,71,1280,1750,1.96491,114,4.45806,9806939076
138.265,7720,10.3565,100,50,71,1280,1750,1.96491,114,4.45806,9907001835
137.988,8331,10.3565,100,50,71,1280,1750,1.96491,114,4.45806,10007058341
133.908,8617,10.3565,100,50,71,1280,1750,1.96491,114,4.45806,10107117974
130.435,9058,10.3565,100,50,71,1280,1750,1.96491,114,4.45806,10207177636
116.345,8921,12.2517,100,50,71,1310,1750,1.96491,115,4.45913,10307235715
114.944,8969,12.2517,100,50,71,1310,1750,1.96491,115,4.45913,10407295278
114.84,8577,12.2517,100,50,71,1310,1750,1.96491,115,4.45913,10507366141
112.045,9272,12.2517,100,50,71,1310,1750,1.96491,115,4.45913,10607425092
110.681,9180,12.2517,100,50,71,1310,1750,1.96491,115,4.45913,10707483542
125.132,7695,12.2517,100,50,71,1310,1750,1.96491,115,4.45913,10807539999
122.849,9914,15.5116,100,50,70,1312,1750,1.96491,109,4.46595,10907597547
115.432,6764,15.5116,100,50,70,1312,1750,1.96491,109,4.46595,11007659103
112.078,9724,15.5116,100,50,70,1312,1750,1.96491,109,4.46595,11107716992
108.809,8077,15.5116,100,50,70,1312,1750,1.96491,109,4.46595,11207775813
103.107,9447,15.5116,100,50,70,1312,1750,1.96491,109,4.46595,11307837980
101.284,9945,16.8333,96,50,71,1299,1750,1.96491,114,4.48669,11407896581
88.6545,7499,16.8333,96,50,71,1299,1750,1.96491,114,4.48669,11507956734
99.059,9861,16.8333,96,50,71,1299,1750,1.96491,114,4.48669,11608020725
99.3499,9835,16.8333,96,50,71,1299,1750,1.96491,114,4.48669,11708080006
104.237,9617,16.8333,96,50,71,1299,1750,1.96491,114,4.48669,11808141382
104.281,9468,22.293,98,50,71,1283,1750,1.96459,114,4.51283,11908203730
104.619,9232,22.293,98,50,71,1283,1750,1.96459,114,4.51283,12008265135
104.455,9340,22.293,98,50,71,1283,1750,1.96459,114,4.51283,12108326811
104.687,9510,22.293,98,50,71,1283,1750,1.96459,114,4.51283,12208386825
104.536,9566,22.293,98,50,71,1283,1750,1.96459,114,4.51283,12308453190
104.435,9687,12.3967,100,50,71,1303,1750,1.96459,115,4.51325,12408515487
104.742,9452,12.3967,100,50,71,1303,1750,1.96459,115,4.51325,12508577183
104.69,9524,12.3967,100,50,71,1303,1750,1.96459,115,4.51325,12608639651
104.782,9443,12.3967,100,50,71,1303,1750,1.96459,115,4.51325,12708699574
104.79,9264,12.3967,100,50,71,1303,1750,1.96459,115,4.51325,12808759236
104.774,9518,11.9601,100,50,71,1308,1750,1.96459,116,4.5132,12908816204
103.773,9749,11.9601,100,50,71,1308,1750,1.96459,116,4.5132,13008874554
102.351,9618,11.9601,100,50,71,1308,1750,1.96459,116,4.5132,13108932603
102.078,9945,11.9601,100,50,71,1308,1750,1.96459,116,4.5132,13208990121
101.824,9715,11.9601,100,50,71,1308,1750,1.96459,116,4.5132,13309049313
101.179,9610,8.77193,100,50,71,1301,1750,2.10552,115,4.52959,13409106290
101.023,9762,8.77193,100,50,71,1301,1750,2.10552,115,4.52959,13509165312
101.113,9813,8.77193,100,50,71,1301,1750,2.10552,115,4.52959,13609225074
101.091,9935,8.77193,100,50,71,1301,1750,2.10552,115,4.52959,13709282703
101.072,9791,14.8148,100,50,71,1297,1750,2.10552,115,4.52959,13809340181
101.505,9818,14.8148,100,50,71,1297,1750,2.10552,115,4.52959,13909410043
101.48,9927,14.8148,100,50,71,1297,1750,2.10552,115,4.52959,14009475025
101.418,9724,14.8148,100,50,71,1297,1750,2.10552,115,4.52959,14109536070
101.385,9803,14.8148,100,50,71,1297,1750,2.10552,115,4.52959,14209594781
101.307,9838,14.8148,100,50,71,1297,1750,2.10552,115,4.52959,14309656938
102.688,9388,11.0169,100,50,71,1289,1750,2.10552,115,4.52961,14409715158
103.074,9445,11.0169,100,50,71,1289,1750,2.10552,115,4.52961,14509776283
103.059,9707,11.0169,100,50,71,1289,1750,2.10552,115,4.52961,14609838380
103.057,9644,11.0169,100,50,71,1289,1750,2.10552,115,4.52961,14709901829
102.943,9720,11.0169,100,50,71,1289,1750,2.10552,115,4.52961,14809961953
103.126,9684,14.7011,100,50,71,1300,1750,2.10552,115,4.52984,14910020152
103.139,9569,14.7011,100,50,71,1300,1750,2.10552,115,4.52984,15010079073
103.006,9375,14.7011,100,50,71,1300,1750,2.10552,115,4.52984,15110136301
103.055,9428,14.7011,100,50,71,1300,1750,2.10552,115,4.52984,15210201524
103.51,9550,14.7011,100,50,71,1300,1750,2.10552,115,4.52984,15310266857
105.081,9311,15.1667,100,50,71,1314,1750,2.10552,114,4.53897,15410330617
105.103,9575,15.1667,100,50,71,1314,1750,2.10552,114,4.53897,15510390199
104.921,9562,15.1667,100,50,71,1314,1750,2.10552,114,4.53897,15610447648
104.985,9569,15.1667,100,50,71,1314,1750,2.10552,114,4.53897,15710505567
104.961,9729,15.1667,100,50,71,1314,1750,2.10552,114,4.53897,15810562164
122.55,9237,12.6437,100,50,71,1293,1750,2.10552,115,4.53909,15910619211
112.869,9833,12.6437,100,50,71,1293,1750,2.10552,115,4.53909,16010678252
108.891,9625,12.6437,100,50,71,1293,1750,2.10552,115,4.53909,16110722125
107.006,9710,12.6437,100,50,71,1293,1750,2.10552,115,4.53909,16210780405
105.953,9601,12.6437,100,50,71,1293,1750,2.10552,115,4.53909,16310840007
101.799,9750,15.5483,100,50,71,1296,1750,2.10552,115,4.53872,16410898137
102.244,9679,15.5483,100,50,71,1296,1750,2.10552,115,4.53872,16510955986
102.481,9705,15.5483,100,50,71,1296,1750,2.10552,115,4.53872,16611012863
102.502,9666,15.5483,100,50,71,1296,1750,2.10552,115,4.53872,16711070201
102.754,8493,15.5483,100,50,71,1296,1750,2.10552,115,4.53872,16811127549
124.812,7892,14.658,100,50,71,1315,1750,2.10552,115,4.53885,16911185849
125.92,7730,14.658,100,50,71,1315,1750,2.10552,115,4.53885,17011250531
125.811,7925,14.658,100,50,71,1315,1750,2.10552,115,4.53885,17111310143
126.204,7866,14.658,100,50,71,1315,1750,2.10552,115,4.53885,17211373072
125.981,8218,14.658,100,50,71,1315,1750,2.10552,115,4.53885,17311398169
126.902,7842,13.2787,100,50,71,1312,1750,2.10552,115,4.53896,17411461940
125.774,8195,13.2787,100,50,71,1312,1750,2.10552,115,4.53896,17511522985
125.594,7903,13.2787,100,50,71,1312,1750,2.10552,115,4.53896,17611582527
125.276,7779,13.2787,100,50,71,1312,1750,2.10552,115,4.53896,17711641839
125.599,7709,13.2787,100,50,71,1312,1750,2.10552,115,4.53896,17811700880
124.622,8303,12.9252,100,50,71,1298,1750,2.10552,116,4.53992,17911759300
121.173,8654,12.9252,100,50,71,1298,1750,2.10552,116,4.53992,18011818331
119.296,8973,12.9252,100,50,71,1298,1750,2.10552,116,4.53992,18111877433
118.286,9077,12.9252,100,50,71,1298,1750,2.10552,116,4.53992,18211940401
117.695,9101,12.9252,100,50,71,1298,1750,2.10552,116,4.53992,18311998330
115.099,8637,15.2318,100,50,71,1294,1750,2.10552,115,4.54567,18412056199
115.115,9080,15.2318,100,50,71,1294,1750,2.10552,115,4.54567,18512117315
115.086,8604,15.2318,100,50,71,1294,1750,2.10552,115,4.54567,18612175935
114.801,9044,15.2318,100,50,71,1294,1750,2.10552,115,4.54567,18712234766
114.601,9218,15.2318,100,50,71,1294,1750,2.10552,115,4.54567,18812294408
114.447,8339,12,100,50,71,1289,1750,2.10552,115,4.54591,18912355674
114.121,9278,12,100,50,71,1289,1750,2.10552,115,4.54591,19012413563
114.22,8536,12,100,50,71,1289,1750,2.10552,115,4.54591,19112470280
114.285,9228,12,100,50,71,1289,1750,2.10552,115,4.54591,19212532677
114.271,8556,12,100,50,71,1289,1750,2.10552,115,4.54591,19312590346
113.22,9289,13.0148,100,50,71,1294,1750,2.10552,115,4.54711,19412647925
113.672,9091,13.0148,100,50,71,1294,1750,2.10552,115,4.54711,19512693711
112.342,9407,13.0148,100,50,71,1294,1750,2.10552,115,4.54711,19612750127
112.776,8545,13.0148,100,50,71,1294,1750,2.10552,115,4.54711,19712809028
112.799,9417,13.0148,100,50,71,1294,1750,2.10552,115,4.54711,19812868921
113.284,9105,13.245,100,50,71,1290,1750,2.10552,114,4.54675,19912931810
113.189,8757,13.245,100,50,71,1290,1750,2.10552,114,4.54675,20012990420
112.749,9422,13.245,100,50,71,1290,1750,2.10552,114,4.54675,20113047738
113.077,9137,13.245,100,50,71,1290,1750,2.10552,114,4.54675,20213110456
113.327,8713,13.245,100,50,71,1290,1750,2.10552,114,4.54675,20313171852
109.432,9696,14.2857,100,50,71,1286,1750,2.10552,115,4.55042,20413234089
110.954,9381,14.2857,100,50,71,1286,1750,2.10552,115,4.55042,20513292079
111.64,9125,14.2857,100,50,71,1286,1750,2.10552,115,4.55042,20613355057
112.279,8523,14.2857,100,50,71,1286,1750,2.10552,115,4.55042,20713417445
112.544,9184,14.2857,100,50,71,1286,1750,2.10552,115,4.55042,20813480323
148.298,7483,14.2617,100,50,71,1306,1750,2.10552,113,4.55257,20913539825
129.238,9151,14.2617,100,50,71,1306,1750,2.10552,113,4.55257,21013600710
123.376,8440,14.2617,100,50,71,1306,1750,2.10552,113,4.55257,21113658058
120.867,8422,14.2617,100,50,71,1306,1750,2.10552,113,4.55257,21213716649
119.545,8492,14.2617,100,50,71,1306,1750,2.10552,113,4.55257,21313773566
115.789,8603,16.5846,100,50,71,1294,1750,2.10552,115,4.5528,21413830403
115.121,8621,16.5846,100,50,71,1294,1750,2.10552,115,4.5528,21513911476
115.066,8729,16.5846,100,50,71,1294,1750,2.10552,115,4.5528,21613968643
114.874,8426,16.5846,100,50,71,1294,1750,2.10552,115,4.5528,21714025561
114.916,8377,16.5846,100,50,71,1294,1750,2.10552,115,4.5528,21814082979
116.211,8605,14.0496,100,50,71,1302,1750,2.10552,116,4.55302,21914140016
114.796,9106,14.0496,100,50,71,1302,1750,2.10552,116,4.55302,22014196863
114.767,8660,14.0496,100,50,71,1302,1750,2.10552,116,4.55302,22114254302
114.508,9143,14.0496,100,50,71,1302,1750,2.10552,116,4.55302,22214310848
114.511,8626,14.0496,100,50,71,1302,1750,2.10552,116,4.55302,22314368046
114.709,8956,11.5578,100,50,71,1298,1750,2.10552,115,4.55327,22414427278
114.613,8518,11.5578,100,50,71,1298,1750,2.10552,115,4.55327,22514484596
114.501,8441,11.5578,100,50,71,1298,1750,2.10552,115,4.55327,22614541142
114.508,8578,11.5578,100,50,71,1298,1750,2.10552,115,4.55327,22714598571
114.484,8564,11.5578,100,50,71,1298,1750,2.10552,115,4.55327,22814657792
113.416,8643,14.1431,100,50,71,1303,1750,2.10552,115,4.55471,22914715922
114.446,8477,14.1431,100,50,71,1303,1750,2.10552,115,4.55471,23014774803
114.578,9105,14.1431,100,50,71,1303,1750,2.10552,115,4.55471,23114832912
114.739,8402,14.1431,100,50,71,1303,1750,2.10552,115,4.55471,23214902543
114.538,9090,14.1431,100,50,71,1303,1750,2.10552,115,4.55471,23314960953
113.235,8620,14.9254,100,50,71,1290,1750,2.10552,115,4.55784,23415017831
113.697,8590,14.9254,100,50,71,1290,1750,2.10552,115,4.55784,23515074277
114.181,8425,14.9254,100,50,71,1290,1750,2.10552,115,4.55784,23615131144
114.062,8854,14.9254,100,50,71,1290,1750,2.10552,115,4.55784,23715187941
114.146,8660,14.9254,100,50,71,1290,1750,2.10552,115,4.55784,23815249437
116.989,8554,14.0234,100,50,71,1287,1750,2.10552,114,4.56024,23915309470
113.627,8779,14.0234,100,50,71,1287,1750,2.10552,114,4.56024,24015367209
113.561,8459,14.0234,100,50,71,1287,1750,2.10552,114,4.56024,24115424938
114.084,8443,14.0234,100,50,71,1287,1750,2.10552,114,4.56024,24215482757
114.13,9311,14.0234,100,50,71,1287,1750,2.10552,114,4.56024,24315541468
115.613,8649,14.0234,100,50,71,1287,1750,2.10552,114,4.56024,24415598445
113.439,8765,12.2278,100,50,71,1287,1750,2.10552,114,4.56051,24515661293
113.557,9056,12.2278,100,50,71,1287,1750,2.10552,114,4.56051,24615719092
113.606,8535,12.2278,100,50,71,1287,1750,2.10552,114,4.56051,24715777051
113.62,9142,12.2278,100,50,71,1287,1750,2.10552,114,4.56051,24815835542
114.545,8730,11.6041,100,50,71,1298,1750,2.10552,116,4.56026,24915894082
113.53,8842,11.6041,100,50,71,1298,1750,2.10552,116,4.56026,25015951090
112.157,8668,11.6041,100,50,71,1298,1750,2.10552,116,4.56026,25116014559
112.438,8751,11.6041,100,50,71,1298,1750,2.10552,116,4.56026,25216075534
112.495,8921,11.6041,100,50,71,1298,1750,2.10552,116,4.56026,25316135818
112.532,8704,11.6041,100,50,71,1298,1750,2.10552,116,4.56026,25416197233
112.295,8763,13.8564,100,50,71,1304,1750,2.10552,115,4.56063,25516255894
110.637,9089,13.8564,100,50,71,1304,1750,2.10552,115,4.56063,25616318943
110.07,8865,13.8564,100,50,71,1304,1750,2.10552,115,4.56063,25716375930
110.365,8935,13.8564,100,50,71,1304,1750,2.10552,115,4.56063,25816434420
105.306,33023,13.8564,100,50,71,1304,1750,2.10552,115,4.56063,25916492850
131.513,8697,13.2107,100,50,71,1309,1750,2.10552,113,4.56111,26016552553
121.141,9073,13.2107,100,50,71,1309,1750,2.10552,113,4.56111,26116613377
116.632,9071,13.2107,100,50,71,1309,1750,2.10552,113,4.56111,26216674623
114.756,8839,13.2107,100,50,71,1309,1750,2.10552,113,4.56111,26316733324
114.005,8722,13.2107,100,50,71,1309,1750,2.10552,113,4.56111,26416794439
112.89,8782,14.2384,98,50,71,1286,1750,2.10552,114,4.56146,26516854842
111.67,8969,14.2384,98,50,71,1286,1750,2.10552,114,4.56146,26616913754
110.968,8876,14.2384,98,50,71,1286,1750,2.10552,114,4.56146,26716974448
110.839,8724,14.2384,98,50,71,1286,1750,2.10552,114,4.56146,26817031345
110.731,8736,14.2384,98,50,71,1286,1750,2.10552,114,4.56146,26917089535
111.679,8730,13.8983,100,50,70,1294,1750,2.10552,115,4.56819,27017149528
111.71,8982,13.8983,100,50,70,1294,1750,2.10552,115,4.56819,27117207677
110.867,9823,13.8983,100,50,70,1294,1750,2.10552,115,4.56819,27217268482
107.657,9273,13.8983,100,50,70,1294,1750,2.10552,115,4.56819,27317329798
106.87,9547,13.8983,100,50,70,1294,1750,2.10552,115,4.56819,27417390722
105.111,9506,13.7815,100,50,71,1290,1750,2.10552,113,4.57107,27517451407
104.755,9767,13.7815,100,50,71,1290,1750,2.10552,113,4.57107,27617513043
105.544,9425,13.7815,100,50,71,1290,1750,2.10552,113,4.57107,27717569549
105.48,9371,13.7815,100,50,71,1290,1750,2.10552,113,4.57107,27817630494
105.827,6618,13.7815,100,50,71,1290,1750,2.10552,113,4.57107,27917693192
107.28,8956,12.3288,100,50,71,1295,1750,2.10552,115,4.57275,28017754067
107.549,9152,12.3288,100,50,71,1295,1750,2.10552,115,4.57275,28117814601
105.528,9889,12.3288,100,50,71,1295,1750,2.10552,115,4.57275,28217874494
107.472,8262,12.3288,100,50,71,1295,1750,2.10552,115,4.57275,28317937412
110.155,8328,12.3288,100,50,71,1295,1750,2.10552,115,4.57275,28417997997
124.393,7961,15.7895,100,50,71,1293,1750,2.10552,112,4.58384,28518056226
128.86,6778,15.7895,100,50,71,1293,1750,2.10552,112,4.58384,28618117171
138.011,6806,15.7895,100,50,71,1293,1750,2.10552,112,4.58384,28718156536
142.079,7052,15.7895,100,50,71,1293,1750,2.10552,112,4.58384,28818212631
144.524,6348,15.7895,100,50,71,1293,1750,2.10552,112,4.58384,28918270180
157.718,6317,13.253,100,50,71,1295,1750,2.10552,115,4.58732,29018332197
